row_id,site,building,area_type,area_id,area_number,area_name,floor,floor_description,task_id,task_seq,task_name,shift,frequency_raw,freq_count,freq_period,text_truncated
R06443,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0312,7,Collect trash and debris,Day,2X Daily,2,Daily,FALSE
R06444,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0313,8,Collect trash and debris,Graveyard,2X Daily,2,Daily,FALSE
R06445,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0314,9,Collect trash and debris,Swing,2X Daily,2,Daily,FALSE
R06446,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0315,10,Keep all indoor window surfaces clean and free of debris/dirt,Day,1X Daily,1,Daily,FALSE
R06447,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0316,11,Keep all indoor window surfaces clean and free of debris/dirt,Graveyard,1X Daily,1,Daily,FALSE
R06448,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0317,12,Keep all indoor window surfaces clean and free of debris/dirt,Swing,1X Daily,1,Daily,FALSE
R06449,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0318,13,Monitor all trash and recycling containers and centers,Day,2X Daily,2,Daily,FALSE
R06450,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0319,14,Monitor all trash and recycling containers and centers,Graveyard,2X Daily,2,Daily,FALSE
R06451,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0320,15,Monitor all trash and recycling containers and centers,Swing,2X Daily,2,Daily,FALSE
R06452,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0321,16,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,1X Daily,1,Daily,FALSE
R06453,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0322,17,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,1X Daily,1,Daily,FALSE
R06454,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0323,18,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,1X Daily,1,Daily,FALSE
R06455,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0324,19,"Wipe, clean and disinfect all chairs and tables",Day,1X Daily,1,Daily,FALSE
R06456,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0325,20,"Wipe, clean and disinfect all chairs and tables",Graveyard,1X Daily,1,Daily,FALSE
R06457,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-150,F2M-269,Office,2,Mezzanine,T0326,21,"Wipe, clean and disinfect all chairs and tables",Swing,1X Daily,1,Daily,FALSE
R06458,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0306,1,"Carpets will be substantially clean with minor, controllable spots, stains, dirt, and debris",Day,1X Daily,1,Daily,FALSE
R06459,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0307,2,"Carpets will be substantially clean with minor, controllable spots, stains, dirt, and debris",Graveyard,1X Daily,1,Daily,FALSE
R06460,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0308,3,"Carpets will be substantially clean with minor, controllable spots, stains, dirt, and debris",Swing,1X Daily,1,Daily,FALSE
R06461,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0309,4,Clean seating and other Installations,Day,1X Daily,1,Daily,FALSE
R06462,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0310,5,Clean seating and other Installations,Graveyard,1X Daily,1,Daily,FALSE
R06463,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0311,6,Clean seating and other Installations,Swing,1X Daily,1,Daily,FALSE
R06464,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0312,7,Collect trash and debris,Day,2X Daily,2,Daily,FALSE
R06465,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0313,8,Collect trash and debris,Graveyard,2X Daily,2,Daily,FALSE
R06466,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0314,9,Collect trash and debris,Swing,2X Daily,2,Daily,FALSE
R06467,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0315,10,Keep all indoor window surfaces clean and free of debris/dirt,Day,1X Daily,1,Daily,FALSE
R06468,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0316,11,Keep all indoor window surfaces clean and free of debris/dirt,Graveyard,1X Daily,1,Daily,FALSE
R06469,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0317,12,Keep all indoor window surfaces clean and free of debris/dirt,Swing,1X Daily,1,Daily,FALSE
R06470,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0318,13,Monitor all trash and recycling containers and centers,Day,2X Daily,2,Daily,FALSE
R06471,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0319,14,Monitor all trash and recycling containers and centers,Graveyard,2X Daily,2,Daily,FALSE
R06472,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0320,15,Monitor all trash and recycling containers and centers,Swing,2X Daily,2,Daily,FALSE
R06473,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0321,16,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,1X Daily,1,Daily,FALSE
R06474,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0322,17,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,1X Daily,1,Daily,FALSE
R06475,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0323,18,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,1X Daily,1,Daily,FALSE
R06476,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0324,19,"Wipe, clean and disinfect all chairs and tables",Day,1X Daily,1,Daily,FALSE
R06477,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0325,20,"Wipe, clean and disinfect all chairs and tables",Graveyard,1X Daily,1,Daily,FALSE
R06478,"Delta LGA - LaGuardia, NY",Concourse F,Offices,F-151,F2M-271,Soc/Facilities,2,Mezzanine,T0326,21,"Wipe, clean and disinfect all chairs and tables",Swing,1X Daily,1,Daily,FALSE
R06479,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0286,1,"Clean all trash and recycle receptacles periodically as required to maintain appearance, control odors/pests",Day,4X Daily,4,Daily,FALSE
R06480,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0287,2,"Clean all trash and recycle receptacles periodically as required to maintain appearance, control odors/pests",Graveyard,4X Daily,4,Daily,FALSE
R06481,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0288,3,"Clean all trash and recycle receptacles periodically as required to maintain appearance, control odors/pests",Swing,4X Daily,4,Daily,FALSE
R06482,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0289,4,Clean door and interior window,Day,1X Daily,1,Daily,FALSE
R06483,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0290,5,Clean door and interior window,Graveyard,1X Daily,1,Daily,FALSE
R06484,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0291,6,Clean door and interior window,Swing,1X Daily,1,Daily,FALSE
R06485,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0292,7,"Clean tiles (including grout lines), vinyl, wood, terrazzo, and concrete. Floors will be substantially clean with minor",Day,3X Daily,3,Daily,TRUE
R06486,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0293,8,"Clean tiles (including grout lines), vinyl, wood, terrazzo, and concrete. Floors will be substantially clean with minor",Graveyard,3X Daily,3,Daily,TRUE
R06487,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0294,9,"Clean tiles (including grout lines), vinyl, wood, terrazzo, and concrete. Floors will be substantially clean with minor",Swing,3X Daily,3,Daily,TRUE
R06488,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0295,10,Collect trash and debris,Day,2X Daily,2,Daily,FALSE
R06489,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0296,11,Collect trash and debris,Graveyard,2X Daily,2,Daily,FALSE
R06490,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0297,12,Collect trash and debris,Swing,2X Daily,2,Daily,FALSE
R06491,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0298,13,Dust surfaces from high to low,Day,1X Daily,1,Daily,FALSE
R06492,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0299,14,Dust surfaces from high to low,Graveyard,1X Daily,1,Daily,FALSE
R06493,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0300,15,Dust surfaces from high to low,Swing,1X Daily,1,Daily,FALSE
R06494,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0301,16,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,4X Daily,4,Daily,FALSE
R06495,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0302,17,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,4X Daily,4,Daily,FALSE
R06496,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0303,18,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,4X Daily,4,Daily,FALSE
R06497,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0304,19,Spray down turf and use drain cleaner and deodorizer on pet relief turf,Day,2X Daily,2,Daily,FALSE
R06498,"Delta LGA - LaGuardia, NY",Concourse F,Pet Relief Areas,F-152,F2-160,,2,Concourse,T0305,20,Spray down turf and use drain cleaner and deodorizer on pet relief turf,Graveyard,2X Daily,2,Daily,FALSE
R06499,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0037,1,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R06500,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0038,2,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R06501,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0039,3,FOD (Foreign Object Debris) cleaning on ramp (airside),Swing,As Needed,,As Needed,FALSE
R06502,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0040,4,FOD (Foreign Object Debris) cleaning on ramp (airside),Day,As Needed,,As Needed,FALSE
R06503,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0041,5,Manage all spills in a proactive and reactive fashion,Day,2X Daily,2,Daily,FALSE
R06504,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0042,6,Manage all spills in a proactive and reactive fashion,Swing,2X Daily,2,Daily,FALSE
R06505,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0043,7,Monitor all trash and recycling containers and centers,Day,3X Daily,3,Daily,FALSE
R06506,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0044,8,Monitor all trash and recycling containers and centers,Swing,3X Daily,3,Daily,FALSE
R06507,"Delta LGA - LaGuardia, NY",Concourse F,Ramps,F-153,Ramp,,1,Below Wing,T0045,9,Power wash cement and blacktop pavements as well as drainage systems,Day,1X Weekly,1,Weekly,FALSE
R06508,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0046,1,Clean seating and other Installations,Day,3X Daily,3,Daily,FALSE
R06509,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0047,2,Clean seating and other Installations,Graveyard,3X Daily,3,Daily,FALSE
R06510,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0048,3,Clean seating and other Installations,Swing,3X Daily,3,Daily,FALSE
R06511,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0049,4,Collect trash and debris,Day,3X Daily,3,Daily,FALSE
R06512,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0050,5,Collect trash and debris,Graveyard,3X Daily,3,Daily,FALSE
R06513,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0051,6,Collect trash and debris,Swing,3X Daily,3,Daily,FALSE
R06514,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0052,7,Dust surfaces from high to low,Day,1X Daily,1,Daily,FALSE
R06515,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0053,8,Dust surfaces from high to low,Graveyard,1X Daily,1,Daily,FALSE
R06516,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0054,9,Dust surfaces from high to low,Swing,1X Daily,1,Daily,FALSE
R06517,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0055,10,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R06518,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0056,11,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Graveyard,1X Daily,1,Daily,FALSE
R06519,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0057,12,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Swing,1X Daily,1,Daily,FALSE
R06520,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0058,13,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,3X Daily,3,Daily,FALSE
R06521,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0059,14,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,3X Daily,3,Daily,FALSE
R06522,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-154,F1-540,Non-Denominational Prayer & Meditation Room,1,Below Wing,T0060,15,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,3X Daily,3,Daily,FALSE
R06523,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0046,1,Clean seating and other Installations,Day,3X Daily,3,Daily,FALSE
R06524,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0047,2,Clean seating and other Installations,Graveyard,3X Daily,3,Daily,FALSE
R06525,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0048,3,Clean seating and other Installations,Swing,3X Daily,3,Daily,FALSE
R06526,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0049,4,Collect trash and debris,Day,3X Daily,3,Daily,FALSE
R06527,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0050,5,Collect trash and debris,Graveyard,3X Daily,3,Daily,FALSE
R06528,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0051,6,Collect trash and debris,Swing,3X Daily,3,Daily,FALSE
R06529,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0052,7,Dust surfaces from high to low,Day,1X Daily,1,Daily,FALSE
R06530,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0053,8,Dust surfaces from high to low,Graveyard,1X Daily,1,Daily,FALSE
R06531,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0054,9,Dust surfaces from high to low,Swing,1X Daily,1,Daily,FALSE
R06532,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0055,10,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R06533,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0056,11,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Graveyard,1X Daily,1,Daily,FALSE
R06534,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0057,12,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Swing,1X Daily,1,Daily,FALSE
R06535,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0058,13,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,3X Daily,3,Daily,FALSE
R06536,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0059,14,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,3X Daily,3,Daily,FALSE
R06537,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-155,F1-610,Men's Prayer Room,1,Below Wing,T0060,15,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,3X Daily,3,Daily,FALSE
R06538,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0046,1,Clean seating and other Installations,Day,3X Daily,3,Daily,FALSE
R06539,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0047,2,Clean seating and other Installations,Graveyard,3X Daily,3,Daily,FALSE
R06540,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0048,3,Clean seating and other Installations,Swing,3X Daily,3,Daily,FALSE
R06541,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0049,4,Collect trash and debris,Day,3X Daily,3,Daily,FALSE
R06542,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0050,5,Collect trash and debris,Graveyard,3X Daily,3,Daily,FALSE
R06543,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0051,6,Collect trash and debris,Swing,3X Daily,3,Daily,FALSE
R06544,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0052,7,Dust surfaces from high to low,Day,1X Daily,1,Daily,FALSE
R06545,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0053,8,Dust surfaces from high to low,Graveyard,1X Daily,1,Daily,FALSE
R06546,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0054,9,Dust surfaces from high to low,Swing,1X Daily,1,Daily,FALSE
R06547,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0055,10,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R06548,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0056,11,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Graveyard,1X Daily,1,Daily,FALSE
R06549,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0057,12,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Swing,1X Daily,1,Daily,FALSE
R06550,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0058,13,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,3X Daily,3,Daily,FALSE
R06551,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0059,14,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,3X Daily,3,Daily,FALSE
R06552,"Delta LGA - LaGuardia, NY",Concourse F,Religious Reflection,F-156,F1-615,Women's Prayer Room,1,Below Wing,T0060,15,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,3X Daily,3,Daily,FALSE
R06553,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R06554,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R06555,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R06556,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R06557,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R06558,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R06559,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R06560,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R06561,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R06562,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R06563,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R06564,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R06565,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R06566,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R06567,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R06568,"Delta LGA - LaGuardia, NY",Concourse F,Restrooms,F-157,F1-208,Men's,1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
